country,owner_age,attitude_stable_business_environment,attitude_worried_shutdown,compliance_income_tax,perception_insurance_doesnt_cover_losses,perception_cannot_afford_insurance,personal_income,business_expenses,business_turnover,business_age_years,motor_vehicle_insurance,has_mobile_money,current_problem_cash_flow,has_cellphone,owner_sex,offers_credit_to_customers,attitude_satisfied_with_achievement,has_credit_card,keeps_financial_records,perception_insurance_companies_dont_insure_businesses_like_yours,perception_insurance_important,has_insurance,covid_essential_service,attitude_more_successful_next_year,problem_sourcing_money,marketing_word_of_mouth,has_loan_account,has_internet_banking,has_debit_card,future_risk_theft_stock,business_age_months,medical_insurance,funeral_insurance,motivation_make_more_money,uses_friends_family_savings,uses_informal_lender
2,24.0,0,2,1,0,2,900000.0,450000.0,900000.0,2.0,2,1,1,1,1,2,1,2,1,4,4,0,1,3,1,0,2,2,2,1,3.0,2,3,1,2,1
1,24.0,1,1,3,2,2,97.0,7000.0,97.0,6.0,3,1,2,1,0,2,2,2,0,3,4,0,1,3,1,1,1,1,1,0,3.0,2,3,0,1,2
0,34.0,1,1,1,2,2,3200.0,800.0,1400.0,2.0,2,1,2,1,1,0,2,2,2,4,3,0,0,3,1,1,2,2,4,0,9.0,2,3,1,2,1
3,40.0,2,1,1,1,2,200.0,600.0,1000.0,5.0,2,1,2,1,0,2,2,2,2,3,4,0,1,3,1,1,2,2,2,0,2.0,1,2,1,2,1
0,67.0,2,2,1,2,1,500.0,10000.0,15000.0,20.0,2,1,2,1,0,2,2,2,0,4,4,0,2,3,1,1,1,2,2,0,1.0,2,2,1,2,1
2,42.0,0,2,1,0,2,400000.0,45000.0,48000.0,4.0,2,1,1,1,0,2,2,2,0,2,4,0,1,2,1,0,2,2,2,0,3.0,2,3,1,1,1
2,28.0,2,1,1,2,2,300000.0,40000.0,350000.0,10.0,2,1,1,1,1,2,2,2,1,2,2,0,1,3,0,1,2,2,3,0,3.0,2,3,1,2,1
3,27.0,2,2,3,1,1,500.0,3000.0,6000.0,7.0,2,1,2,1,0,0,2,2,3,3,4,1,2,3,1,1,2,2,2,0,0.0,2,3,1,2,1
3,26.0,2,1,1,1,1,30.0,3000.0,6000.0,1.0,2,1,2,1,0,2,1,2,3,3,3,0,1,3,1,1,2,2,2,0,2.0,2,3,1,2,1
0,71.0,2,1,1,2,2,600.0,250.0,400.0,2.0,2,2,2,0,0,2,1,2,0,4,3,0,0,3,1,1,2,2,2,0,1.0,2,3,1,2,1
0,40.0,1,1,3,1,2,2000.0,5000.0,7000.0,2.0,2,1,2,1,1,2,1,2,2,3,4,0,1,2,1,1,2,1,1,0,5.0,2,3,1,2,1
1,53.0,2,1,1,2,2,97.0,100.0,97.0,4.0,2,1,2,1,0,2,2,2,0,3,4,0,1,2,0,1,2,2,2,0,3.0,2,3,0,3,2
2,44.0,2,1,3,1,1,500000000.0,420000000.0,450000000.0,18.0,1,1,1,1,0,2,1,1,1,3,4,1,1,3,0,0,3,1,1,0,3.0,1,3,0,2,1
0,34.0,2,1,1,1,2,1500.0,4500.0,6000.0,1.0,2,1,0,1,0,2,2,2,2,3,4,0,0,3,1,1,2,2,4,0,1.0,2,3,1,4,1
3,47.0,2,1,1,0,2,20.0,576.0,960.0,26.0,2,1,2,0,0,2,2,2,0,1,3,0,1,3,1,1,2,2,2,0,5.0,2,3,1,2,1
3,34.0,2,1,1,1,2,150.0,1920.0,4200.0,2.0,2,1,2,1,0,2,1,2,3,3,3,0,1,3,1,1,2,2,2,1,0.0,2,3,1,2,1
1,61.0,1,2,1,1,1,4000.0,3500.0,4500.0,25.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,0,1,2,2,2,0,3.0,2,3,1,3,2
1,34.0,0,1,1,2,1,350.0,60.0,200.0,8.0,2,1,2,1,0,2,2,2,0,3,4,0,1,2,1,1,2,2,2,0,3.0,2,3,0,1,2
0,61.0,2,2,1,1,2,1000.0,600.0,800.0,8.0,2,2,2,1,0,2,1,2,0,3,4,0,1,3,1,1,2,2,2,0,3.0,2,3,1,2,1
3,48.0,2,1,1,1,2,320.0,1440.0,2580.0,22.0,2,1,2,1,1,0,2,2,0,3,0,0,1,3,1,1,2,2,2,1,3.0,2,3,1,2,1
3,31.0,2,2,1,1,2,9000.0,6000.0,72000.0,13.0,2,1,2,0,0,0,2,2,2,3,4,0,2,3,1,1,2,2,2,1,1.0,2,3,1,2,1
1,64.0,1,2,1,0,2,2000.0,300.0,500.0,25.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,0,1,3,3,1,0,3.0,2,3,1,3,2
0,61.0,2,1,3,1,2,1000.0,6100.0,300.0,0.0,2,2,2,1,1,0,1,2,3,3,4,0,0,3,1,1,2,2,2,0,6.0,2,3,1,2,1
1,56.0,2,2,1,0,1,97.0,97.0,1500.0,9.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,0,1,3,3,3,0,3.0,2,3,0,3,0
2,54.0,0,1,1,2,1,1800000.0,12800000.0,21000000.0,5.0,2,2,1,1,1,2,1,2,1,3,3,0,1,3,1,0,2,2,1,0,3.0,2,3,1,2,1
3,26.0,1,1,1,2,2,100.0,960.0,1200.0,9.0,2,1,2,1,1,0,1,2,0,4,3,0,1,3,1,1,2,2,2,0,0.0,2,3,1,2,1
2,36.0,0,1,3,2,1,90000.0,70000.0,30000.0,4.0,2,1,1,1,1,2,1,1,1,4,2,0,1,3,1,1,2,2,1,1,3.0,2,3,1,2,1
3,35.0,2,1,1,1,1,800.0,4200.0,6000.0,8.0,2,1,2,1,0,2,2,2,3,3,4,0,2,3,1,1,2,2,2,1,0.0,1,2,1,2,1
2,42.0,0,2,3,2,1,100000.0,3500000.0,10000000.0,6.0,2,2,1,1,1,0,2,2,1,3,3,0,1,2,0,0,2,2,1,0,3.0,2,3,1,2,1
2,22.0,0,1,1,0,0,3600000.0,1600000.0,3600000.0,2.0,2,2,2,0,1,0,1,2,1,2,2,0,1,3,1,0,2,2,2,0,3.0,2,3,1,2,1
1,31.0,2,1,3,1,2,97.0,97.0,97.0,1.0,2,1,2,1,0,2,2,2,0,3,4,0,0,3,0,1,1,1,1,0,3.0,2,3,0,3,2
0,44.0,2,2,1,1,1,1500.0,1500.0,1500.0,1.0,2,2,2,1,0,2,2,2,0,4,4,0,0,3,1,1,2,2,2,0,3.0,2,3,1,2,1
2,28.0,0,1,3,1,2,200000.0,70000.0,2400000.0,8.0,2,1,2,1,0,2,1,2,1,3,4,0,1,3,0,0,3,2,2,1,3.0,2,3,1,2,1
3,20.0,1,2,1,1,2,300.0,1200.0,4800.0,2.0,2,1,2,1,1,0,1,2,0,4,4,0,1,3,1,1,2,2,2,0,4.0,3,3,1,2,1
2,28.0,0,1,1,2,2,1500000.0,200000.0,150000.0,2.0,2,1,1,1,1,2,2,2,1,4,4,0,1,0,1,0,2,2,2,1,3.0,2,3,1,2,1
3,45.0,2,2,3,1,1,1500.0,450.0,800.0,4.0,2,1,2,1,1,0,2,2,3,3,4,0,2,3,1,1,2,2,2,0,0.0,2,3,1,2,1
3,54.0,2,2,1,1,1,100.0,120.0,1440.0,27.0,2,1,2,1,1,0,1,2,0,3,3,0,1,3,1,1,2,2,2,0,0.0,2,3,1,2,1
3,43.0,2,1,1,1,2,5000.0,72000.0,108000.0,11.0,2,1,2,1,0,0,1,2,3,3,4,0,1,3,1,1,2,2,2,1,5.0,2,3,1,2,1
1,57.0,0,1,1,0,0,97.0,97.0,97.0,1.0,2,1,2,1,0,2,2,2,0,3,4,0,0,3,1,1,2,2,2,1,3.0,2,3,0,3,2
0,35.0,1,2,1,2,2,5500.0,25000.0,36000.0,1.0,2,1,0,1,1,0,1,2,2,0,3,0,0,2,1,1,2,1,1,0,6.0,2,3,1,2,1
1,56.0,2,1,1,1,2,5000.0,500.0,2000.0,3.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,0,1,2,2,2,1,3.0,2,3,0,3,2
3,30.0,1,1,1,0,2,2000.0,2000.0,3000.0,22.0,2,1,2,1,0,2,2,2,0,1,4,0,1,3,1,1,2,2,2,0,0.0,2,3,1,2,1
3,39.0,2,0,1,1,2,45.0,240.0,540.0,3.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,1,1,2,2,2,0,5.0,2,3,1,2,1
3,29.0,1,1,1,1,2,200.0,5000.0,5000.0,30.0,2,1,2,1,1,2,2,2,3,3,4,0,1,3,1,1,2,2,2,0,5.0,1,2,1,2,1
0,27.0,2,1,1,1,2,2000.0,1100.0,3500.0,2.0,2,1,0,1,0,2,2,2,0,3,4,0,0,3,1,1,2,2,2,0,3.0,2,3,1,2,1
2,37.0,1,1,1,0,2,80000.0,15000.0,20000.0,10.0,2,1,2,1,0,2,1,2,1,2,4,0,1,3,1,0,2,2,2,0,3.0,2,3,1,2,1
3,59.0,2,1,1,1,2,200.0,1200.0,3600.0,1.0,2,1,2,1,0,0,2,2,3,3,4,0,1,3,1,1,2,2,2,1,7.0,1,2,1,2,1
0,51.0,2,1,3,1,1,5000.0,16000.0,800.0,5.0,2,1,0,1,0,0,2,2,2,3,4,0,1,3,1,1,2,2,1,0,3.0,2,3,1,4,3
3,54.0,2,1,1,2,2,1200.0,43200.0,108000.0,1.0,2,1,2,0,1,0,1,2,0,4,4,0,1,3,1,1,2,2,2,1,8.0,2,3,1,2,1
0,52.0,1,1,1,2,2,2000.0,6435.0,7200.0,17.0,2,1,0,1,0,2,2,2,0,3,4,0,1,2,1,1,2,2,2,0,3.0,2,2,1,2,1
0,40.0,2,1,3,2,1,2000.0,5000.0,12000.0,10.0,2,1,0,1,0,2,2,2,2,3,4,0,1,3,1,1,2,2,2,0,0.0,2,3,1,2,1
1,40.0,2,1,1,0,1,1500.0,75.0,700.0,0.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,1,1,2,2,2,1,3.0,2,3,1,1,2
0,39.0,2,2,3,1,1,25000.0,36500.0,300000.0,3.0,2,2,2,1,1,2,1,2,3,3,4,0,1,3,1,1,2,1,1,0,0.0,2,3,1,2,1
1,51.0,2,2,1,0,0,8000.0,4000.0,8000.0,3.0,2,1,2,1,0,2,2,2,0,3,4,0,1,0,0,1,2,2,2,0,3.0,2,3,0,3,2
1,50.0,2,1,1,0,2,7000.0,1500.0,4000.0,5.0,2,1,2,1,0,2,2,2,0,3,4,0,2,3,0,1,3,2,2,0,3.0,2,3,0,3,2
0,63.0,2,2,1,1,2,1000.0,200.0,500.0,0.0,2,2,2,1,0,0,1,2,0,3,3,0,0,3,1,1,2,2,2,0,6.0,2,3,1,2,1
3,42.0,2,2,1,1,2,100.0,960.0,2160.0,4.0,2,1,2,1,0,2,2,2,3,4,4,0,1,3,1,1,2,2,2,1,1.0,2,2,1,2,1
3,54.0,0,1,1,1,2,300.0,1200.0,3600.0,6.0,1,1,2,1,1,0,2,2,0,3,4,0,1,3,1,1,2,2,2,0,1.0,3,4,1,2,1
1,35.0,2,2,1,2,2,2000.0,6000.0,5000.0,10.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,0,1,3,3,1,0,3.0,2,3,1,3,2
2,26.0,0,1,3,1,2,1550000.0,35000.0,16800000.0,6.0,2,1,1,1,1,2,2,2,0,3,4,0,1,2,1,1,2,2,1,1,3.0,2,3,0,2,1
1,58.0,2,1,1,1,1,4200.0,1100.0,3200.0,40.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,0,1,2,2,2,0,3.0,2,3,0,3,2
1,48.0,2,1,1,2,1,500.0,360.0,500.0,4.0,2,1,2,1,0,2,2,2,0,3,4,0,0,3,1,1,2,2,2,0,3.0,2,3,0,1,0
0,40.0,2,2,1,2,2,1150.0,300.0,1150.0,3.0,2,1,0,1,0,2,1,2,0,4,3,0,2,3,1,1,2,2,2,0,4.0,2,2,1,4,1
3,36.0,2,1,3,2,2,200.0,42000.0,60000.0,3.0,2,1,2,1,1,2,2,2,0,3,4,0,1,3,1,1,2,2,2,1,8.0,2,3,1,2,1
0,35.0,2,1,1,2,2,1500.0,1000.0,3000.0,5.0,2,2,2,0,0,2,2,2,2,4,3,0,1,3,1,1,2,2,2,0,4.0,2,3,1,2,1
3,30.0,1,2,1,0,1,600.0,3600.0,10800.0,4.0,2,1,2,1,0,0,2,2,3,1,3,0,1,3,1,1,2,2,2,1,1.0,2,3,1,2,1
0,57.0,2,1,1,2,2,800.0,800.0,1200.0,1.0,2,2,2,1,0,0,1,2,3,4,4,0,0,3,1,1,2,2,2,0,2.0,2,3,1,2,1
2,45.0,0,2,1,0,0,640000.0,340000.0,600000.0,6.0,2,2,1,1,0,2,2,2,0,4,4,0,1,3,1,0,2,2,2,1,3.0,2,3,1,1,1
0,29.0,1,1,1,2,2,1800.0,1120.0,1600.0,1.0,2,1,2,1,0,2,2,2,3,4,3,0,0,3,1,1,2,2,4,0,10.0,2,3,1,2,1
0,59.0,2,2,1,1,2,3000.0,7000.0,15000.0,3.0,2,1,2,1,1,2,2,1,3,3,4,0,1,3,1,1,2,2,1,0,2.0,2,3,1,2,1
1,53.0,2,1,3,1,2,15500.0,8000.0,15000.0,23.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,1,1,3,1,1,0,3.0,2,3,1,1,2
0,45.0,2,1,1,1,2,14000.0,8000.0,13000.0,0.0,2,1,0,1,1,2,2,2,2,3,4,0,0,3,1,1,2,1,1,0,9.0,2,2,1,4,3
1,77.0,2,1,1,1,1,1100.0,250.0,100.0,2.0,2,1,2,1,0,2,2,2,0,3,4,0,0,2,0,1,2,2,2,0,3.0,2,3,1,2,2
3,41.0,2,1,1,1,1,50.0,360.0,600.0,3.0,2,1,2,0,0,0,2,2,0,3,4,0,1,3,1,1,2,2,2,0,0.0,2,3,1,2,1
1,66.0,0,2,1,0,2,800.0,500.0,600.0,2.0,2,1,2,1,0,2,2,2,0,3,4,0,0,2,1,1,2,2,2,1,3.0,2,3,1,3,0
0,30.0,1,1,1,2,2,2500.0,1500.0,6000.0,0.0,2,1,0,0,0,0,2,2,2,4,4,0,0,3,1,1,4,2,2,0,6.0,2,2,1,4,3
3,27.0,2,2,1,1,1,50.0,3360.0,10800.0,5.0,2,1,2,1,0,2,2,2,3,1,4,0,1,3,1,1,2,2,2,1,3.0,2,3,1,2,1
1,34.0,1,1,3,1,1,20000.0,6000.0,11000.0,10.0,2,1,2,1,0,2,2,2,0,3,4,0,2,3,0,1,2,2,2,0,3.0,2,3,0,3,2
3,45.0,2,2,1,1,1,400.0,3000.0,9600.0,17.0,2,1,2,1,1,2,1,2,3,3,4,0,2,3,1,1,2,2,2,0,0.0,1,4,1,2,1
1,36.0,2,2,1,1,2,3500.0,1000.0,1000.0,10.0,2,1,2,1,0,2,2,2,0,3,4,0,1,2,0,1,3,3,1,0,3.0,2,3,0,3,2
1,37.0,1,1,1,2,2,2000.0,270.0,600.0,1.0,2,1,2,1,0,2,2,2,0,3,4,0,0,2,1,1,2,2,2,0,3.0,2,3,0,3,2
2,41.0,0,1,1,1,2,84000.0,50000.0,84000.0,21.0,2,3,2,0,1,2,2,2,0,3,4,0,1,3,1,0,2,2,2,0,3.0,2,3,0,2,1
1,44.0,2,2,1,0,2,5000.0,1500.0,3000.0,12.0,2,1,2,1,0,2,2,2,0,3,4,0,2,3,0,1,3,3,1,0,3.0,2,3,1,1,0
3,29.0,1,1,1,2,2,100.0,3600.0,9000.0,3.0,2,1,2,1,0,0,1,2,0,4,4,0,1,3,1,1,2,2,2,0,2.0,2,3,1,2,1
2,20.0,2,2,1,1,2,360000.0,4000000.0,6480000.0,4.0,2,2,1,1,0,0,1,2,0,3,4,0,1,3,0,0,2,2,2,0,5.0,2,3,1,2,1
0,50.0,2,1,3,2,2,500.0,1000.0,1500.0,1.0,2,1,2,1,0,2,2,2,3,3,4,0,0,3,1,1,2,2,2,0,0.0,2,2,1,2,1
1,26.0,1,1,1,2,1,1700.0,220.0,400.0,13.0,2,1,2,1,0,2,2,2,0,3,4,0,1,2,0,1,2,2,2,1,3.0,2,3,1,1,2
3,29.0,1,2,1,2,2,200.0,3600.0,28800.0,5.0,2,1,2,1,1,0,1,2,3,4,3,0,1,3,1,1,2,2,2,0,2.0,2,2,1,2,1
1,31.0,2,1,1,2,2,4000.0,800.0,4000.0,10.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,1,1,2,2,2,0,3.0,2,3,1,3,2
3,60.0,2,0,1,1,2,200.0,900.0,2400.0,2.0,2,1,2,1,1,2,1,2,3,3,4,0,1,3,1,1,2,2,2,0,0.0,2,3,1,2,1
3,39.0,2,1,1,1,1,150.0,1800.0,3600.0,4.0,2,1,2,0,0,2,2,2,3,3,4,0,2,3,1,1,2,2,2,0,0.0,2,3,1,2,1
0,78.0,2,1,3,1,2,7000.0,27000.0,170000.0,45.0,2,2,2,0,1,1,2,2,2,3,3,0,2,3,1,1,2,2,2,0,1.0,2,3,1,2,1
3,35.0,2,2,1,0,1,60.0,960.0,3840.0,6.0,2,1,2,1,0,2,2,2,3,4,3,0,1,3,1,1,2,2,2,0,0.0,2,3,1,2,1
2,30.0,1,1,1,1,2,150000.0,900000.0,2500000.0,5.0,2,2,1,1,1,0,2,2,0,3,3,1,1,2,1,0,2,2,1,0,3.0,2,3,1,0,1
3,45.0,1,2,1,1,0,300.0,2400.0,6000.0,9.0,2,1,2,1,0,0,1,2,0,1,4,0,1,3,1,1,2,2,2,1,2.0,3,2,1,2,1
3,38.0,2,1,1,0,0,50.0,300.0,540.0,3.0,2,1,2,1,0,2,1,2,3,1,0,0,2,3,1,1,2,2,2,1,0.0,2,2,1,2,1
3,35.0,0,1,1,0,0,100.0,9000.0,10800.0,4.0,2,1,2,0,0,2,1,2,0,1,0,0,1,3,1,1,2,2,2,0,6.0,2,3,1,2,1
2,34.0,0,1,1,2,2,112000.0,3600000.0,4080000.0,15.0,1,1,1,1,1,2,1,2,0,2,2,0,1,3,0,0,2,2,2,1,3.0,2,3,1,2,1
3,41.0,1,1,1,1,2,600.0,3000.0,6000.0,15.0,2,1,2,1,1,0,2,2,2,3,4,0,1,3,1,1,2,2,2,0,5.0,2,3,1,2,1
2,42.0,2,1,2,2,1,84000.0,600000.0,14400000.0,2.0,2,1,1,1,0,0,2,2,1,3,4,0,1,3,0,0,2,2,2,1,3.0,2,3,0,2,1
1,74.0,2,1,1,0,1,950.0,1000.0,3000.0,5.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,0,1,2,2,2,0,3.0,2,3,1,3,2
0,38.0,2,2,3,2,2,1500.0,1500.0,4000.0,5.0,2,2,2,0,0,2,2,2,3,4,4,0,1,3,1,1,2,2,2,0,3.0,2,3,1,2,1
1,28.0,2,1,1,1,2,97.0,300.0,97.0,0.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,1,1,2,2,2,1,3.0,2,3,1,3,2
3,36.0,2,1,1,1,1,100.0,720.0,480.0,4.0,2,1,2,1,0,2,2,2,0,3,3,0,1,3,1,1,2,2,2,0,1.0,2,3,1,2,1
2,39.0,2,1,1,0,0,105000.0,70000.0,18000.0,5.0,2,1,1,1,1,2,1,1,0,2,2,0,1,3,1,0,2,2,2,0,3.0,2,3,1,3,2
0,37.0,2,1,1,1,1,3000.0,1000.0,4000.0,15.0,2,1,2,1,1,2,2,2,3,3,4,0,1,3,1,1,2,2,1,0,9.0,2,2,1,2,3
2,34.0,0,2,1,2,2,450000.0,100000.0,10080000.0,4.0,2,2,1,1,1,2,1,2,0,4,4,0,1,3,1,0,2,2,2,0,3.0,2,3,1,2,1
2,32.0,0,1,1,1,1,120000.0,700000.0,200000.0,4.0,2,1,1,1,1,2,2,2,0,3,4,0,1,0,0,0,2,2,2,1,3.0,2,3,1,2,1
1,65.0,2,1,1,1,2,97.0,100.0,97.0,4.0,2,1,2,1,0,2,2,2,0,3,4,0,1,2,0,1,2,2,2,1,3.0,2,3,1,3,2
3,41.0,2,1,1,0,0,100.0,1200.0,3600.0,2.0,2,1,2,0,1,0,1,2,0,1,0,0,1,3,1,1,2,2,2,0,0.0,2,3,1,2,1
2,42.0,0,2,1,0,0,1750000.0,200000.0,21000000.0,10.0,2,1,2,1,1,2,1,2,0,2,2,0,1,0,0,0,2,2,1,1,3.0,2,3,0,2,1
0,33.0,0,2,1,2,2,400.0,3000.0,4000.0,2.0,2,1,0,1,0,2,1,2,3,4,4,0,0,3,1,1,2,2,1,0,1.0,2,2,1,2,1
3,56.0,1,0,1,0,2,80.0,480.0,360.0,2.0,2,1,2,1,1,2,2,2,0,1,4,0,1,3,1,1,2,2,2,0,5.0,2,2,1,2,1
2,44.0,1,2,1,1,2,800000.0,4000000.0,7200000.0,24.0,2,1,2,1,1,2,2,2,1,3,4,0,1,3,0,0,2,1,2,0,3.0,2,3,0,2,1
1,26.0,2,2,1,0,2,97.0,800.0,700.0,0.0,2,1,2,1,0,2,2,2,0,3,4,0,0,3,0,1,2,2,2,0,3.0,2,3,1,1,2
2,35.0,0,2,3,0,0,250000.0,150000.0,300000.0,5.0,2,1,1,1,1,0,1,2,1,2,2,0,1,3,1,0,2,2,2,1,3.0,2,3,0,2,1
0,48.0,2,1,1,1,2,5000.0,2500.0,20000.0,18.0,2,1,0,1,1,1,1,2,2,3,4,0,1,3,1,1,2,2,2,0,2.0,2,3,1,2,1
0,33.0,2,1,3,0,1,9500.0,30000.0,90000.0,33.0,2,1,0,0,1,0,2,2,2,0,1,0,1,3,1,1,2,2,1,0,6.0,2,2,1,1,1
2,38.0,0,1,1,1,1,140000.0,2200000.0,3600000.0,8.0,2,1,2,1,1,2,2,2,0,2,4,0,1,3,0,0,2,2,2,0,3.0,2,3,1,2,1
3,33.0,2,2,1,1,2,350.0,3000.0,6000.0,0.0,2,1,2,1,1,0,1,2,0,3,4,0,1,3,1,1,2,2,2,1,7.0,2,2,1,2,1
2,28.0,2,1,3,1,2,150000.0,80000.0,1800000.0,1.0,2,1,1,1,0,2,2,2,1,2,4,0,1,3,1,0,2,2,2,1,3.0,2,3,0,2,1
0,33.0,2,1,1,1,2,5500.0,6000.0,13000.0,1.0,2,1,2,1,0,2,2,2,3,0,4,0,1,3,1,1,2,2,4,0,0.0,2,3,1,2,1
2,30.0,0,2,1,2,1,84000.0,800000.0,1440000.0,6.0,2,3,1,0,0,2,2,2,1,4,4,0,1,3,0,0,2,2,2,0,3.0,2,3,1,2,1
2,36.0,0,2,1,2,2,150000.0,4000.0,5500.0,9.0,2,2,1,0,1,2,2,2,0,4,4,0,1,2,1,0,2,2,3,0,3.0,2,3,0,2,1
2,44.0,0,1,1,1,2,350000.0,3150000.0,4200000.0,3.0,2,2,2,1,1,0,1,2,1,4,2,0,1,3,1,0,2,2,2,0,3.0,2,3,0,2,1
2,33.0,0,2,1,1,2,300000.0,100000.0,3600000.0,1.0,2,2,1,1,1,0,2,2,0,3,4,0,1,3,0,0,2,2,2,0,3.0,2,3,1,2,1
0,45.0,1,1,3,1,2,5000.0,132000.0,240000.0,1.0,2,2,2,1,1,0,2,2,2,3,4,0,0,3,1,1,2,1,1,0,6.0,1,2,1,2,1
0,59.0,2,2,1,2,2,2000.0,9500.0,15000.0,8.0,2,2,2,1,1,0,2,2,2,4,4,0,1,3,1,1,2,2,2,0,0.0,2,3,1,2,1
2,27.0,1,1,3,1,0,60000.0,5000.0,10000.0,3.0,2,1,1,1,0,2,2,2,1,3,4,0,1,3,1,0,2,2,2,0,3.0,2,3,1,2,1
3,43.0,2,2,1,1,1,500.0,3600.0,2400.0,1.0,2,1,2,0,1,0,2,2,0,3,4,0,1,3,1,1,2,2,2,0,8.0,2,3,1,2,1
0,38.0,2,1,1,2,2,5000.0,4000.0,9000.0,3.0,2,1,0,1,0,0,2,2,2,3,3,0,2,3,1,1,2,1,2,0,4.0,2,3,1,2,1
1,54.0,1,0,1,0,1,1000.0,24.0,200.0,0.0,2,1,2,1,0,2,2,2,0,3,4,0,0,0,0,1,2,2,2,1,3.0,2,3,1,3,2
2,32.0,0,1,1,0,0,50000.0,100000.0,60000.0,3.0,2,1,1,1,0,0,1,2,1,2,2,0,1,3,0,0,2,2,2,0,3.0,2,3,0,2,1
0,40.0,2,1,1,1,2,6500.0,84000.0,240000.0,1.0,2,2,2,1,1,2,1,2,0,3,4,0,1,3,1,1,2,2,1,0,6.0,2,2,1,2,1
0,42.0,1,1,1,2,1,21000.0,200.0,15000.0,13.0,2,2,2,0,0,0,2,2,0,4,3,0,2,3,1,1,2,2,2,0,4.0,2,3,1,4,1
3,54.0,2,2,1,0,2,60.0,360.0,720.0,3.0,2,1,2,1,1,1,1,2,0,1,4,0,1,3,1,1,2,2,2,1,2.0,2,2,1,2,1
0,51.0,2,2,3,1,2,3000.0,6000.0,10000.0,6.0,2,2,2,1,1,2,2,2,2,3,3,0,1,3,1,1,2,2,2,0,2.0,2,3,1,2,1
0,34.0,1,1,3,1,1,2000.0,33000.0,45000.0,0.0,2,1,2,1,1,2,1,2,0,3,4,0,0,3,1,1,2,2,2,0,3.0,2,2,1,2,1
1,42.0,2,2,1,2,1,1000.0,3000.0,5000.0,17.0,2,1,2,1,0,2,2,2,0,3,4,0,2,3,0,1,2,2,2,0,3.0,2,3,1,3,2
1,32.0,2,1,3,1,2,2000.0,5000.0,15000.0,5.0,2,1,2,1,0,2,2,2,0,3,4,0,2,3,1,1,2,2,2,1,3.0,2,3,1,2,2
3,76.0,0,1,1,0,0,50.0,3600.0,14400.0,12.0,2,1,2,0,1,2,1,2,3,1,0,0,1,3,1,1,2,2,2,0,0.0,2,3,1,2,1
3,47.0,1,2,1,2,2,80.0,1200.0,2640.0,3.0,2,1,2,1,1,2,2,2,0,4,4,0,1,3,1,1,2,2,2,1,0.0,2,3,1,2,1
1,32.0,0,0,1,0,0,1500.0,1000.0,1500.0,12.0,2,1,2,1,0,2,2,2,0,3,4,0,2,0,1,1,2,2,2,0,3.0,2,3,0,1,0
0,32.0,2,2,3,1,2,18000.0,15000.0,30000.0,7.0,2,1,0,1,1,2,1,2,3,3,4,0,1,3,1,1,2,1,1,0,11.0,2,2,1,2,3
3,41.0,2,1,1,1,1,200.0,14400.0,28800.0,15.0,2,1,2,1,0,2,2,2,3,3,4,0,1,3,1,1,2,2,2,1,0.0,2,3,1,2,1
0,42.0,2,1,1,1,2,2000.0,2000.0,8000.0,10.0,2,1,2,0,1,2,2,2,0,3,4,0,2,3,1,1,4,2,2,0,5.0,2,2,1,4,3
2,44.0,0,1,3,1,0,840000.0,200000.0,10080000.0,10.0,2,1,1,1,1,2,1,2,0,2,4,0,1,3,1,0,2,2,2,0,3.0,2,3,1,2,1
0,35.0,2,1,3,2,2,12500.0,13000.0,25500.0,5.0,2,1,2,1,1,2,2,2,2,3,4,0,1,3,1,1,1,2,2,0,8.0,2,3,1,2,1
0,54.0,2,1,1,1,2,9000.0,22000.0,45000.0,6.0,2,2,0,1,0,0,2,2,2,3,4,0,1,3,1,1,2,2,2,0,2.0,2,3,1,2,1
2,28.0,2,1,1,1,1,300000.0,120000.0,4300000.0,6.0,2,1,1,1,0,0,1,2,1,3,4,0,1,3,0,0,2,2,2,0,3.0,2,3,1,2,1
2,67.0,0,1,3,0,0,5000000.0,12000000.0,15000000.0,48.0,2,2,1,1,0,1,2,2,1,2,2,0,1,3,1,0,2,2,2,0,3.0,2,3,0,2,1
3,41.0,1,1,1,1,2,30.0,240.0,600.0,2.0,2,1,2,1,0,0,1,0,0,3,4,0,1,3,1,1,2,2,2,0,0.0,2,3,1,2,1
0,36.0,2,2,1,2,2,3000.0,2500.0,6000.0,10.0,2,1,0,1,1,2,2,2,2,0,3,0,1,3,1,1,2,2,1,0,4.0,2,3,1,2,1
2,41.0,2,1,1,1,1,840000.0,280000.0,10080000.0,2.0,2,2,1,1,1,0,2,2,1,3,4,0,1,3,0,0,2,2,2,1,3.0,2,3,1,2,1
